"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
lechera-salsera-300cc;"Lechera/Salsera 300cc";"Cocina > Café y té, Cocina > Utensillos y organización";;;;;;;17,900.00;;0.21;10.00;12.00;10.00;18;"SKU0083 BH-001-82";;SI;NO;"<p><strong>Lechera/Salsera: Calidad y dise&ntilde;o para tu hogar</strong></p>
<p>Descubr&iacute; la&nbsp;<em>lechera perfecta</em>&nbsp;que combina&nbsp;<strong>practicidad, durabilidad y un dise&ntilde;o elegante</strong>. Con capacidad de 300cc, es ideal para quienes buscan una soluci&oacute;n confiable y lista para usar. Su estructura resistente garantiza un uso prolongado, mientras que su tama&ntilde;o compacto facilita su manejo y almacenamiento.</p>
<p>Caracter&iacute;sticas destacadas: - Dise&ntilde;o pr&aacute;ctico y duradero - Listo para usar al instante - Excelente relaci&oacute;n precio/calidad</p>
<p>Una opci&oacute;n que no puede faltar en tu cocina, &iexcl;hac&eacute; tu compra ahora!</p>";"calidad, compacto, durable, hogar, practico";"Lechera/Salsera 300cc práctica y duradera para tu hogar";"Lechera/Salsera 300cc con diseño elegante y resistente, ideal para uso diario. Compra ahora y disfruta su practicidad y calidad.";"Bambi Hogar";SI;;;;
candado-38mm-2-llaves;"Candado 38mm - 2 Llaves";;;;;;;;15,700.00;;0.30;20.00;2.00;10.00;13;"SKU0078 BH-001-77";;SI;NO;"<p>El&nbsp;<strong>Candado 38 mm</strong>&nbsp;combina calidad, dise&ntilde;o y practicidad, ideal para proteger tu hogar con seguridad confiable. Su dise&ntilde;o durable y compacto lo hace resistente y f&aacute;cil de usar desde el primer momento.</p>
<p>Con un peso aproximado de 300 gramos, este candado ofrece una excelente relaci&oacute;n precio-calidad, siendo una soluci&oacute;n lista para usar y confiable para diversas necesidades de seguridad.</p>";"candado, compacto, durable, hogar, seguridad";"Candado 38mm compacto y seguro con 2 llaves";"Candado 38mm resistente y práctico con 2 llaves, ideal para proteger tu hogar. Diseño durable y fácil de usar. ¡Compra seguridad confiable hoy!";"Bambi Hogar";SI;;;;
set-x3-tarteras;"SET x3 Tarteras";"Cocina > Vajilla, Cocina > Utensillos y organización";;;;;;;24,000.00;;0.30;30.00;10.00;30.00;6;"SKU0077 BH-001-76";;SI;NO;"<p>Descubr&iacute; el&nbsp;<em>SET x3 Tarteras</em>, la combinaci&oacute;n perfecta de&nbsp;<strong>calidad, practicidad y dise&ntilde;o</strong>&nbsp;para tu hogar. Estas tarteras est&aacute;n listas para usar, ofreciendo una soluci&oacute;n confiable que facilita tus comidas diarias. Su dise&ntilde;o duradero y funcional asegura una excelente relaci&oacute;n precio-calidad, ideal para quienes buscan productos que acompa&ntilde;en su d&iacute;a a d&iacute;a con estilo y eficiencia. &iexcl;No te pierdas esta oportunidad!</p>";"calidad, hogar, practico, set, tarteras";"SET x3 Tarteras: calidad y diseño práctico para tu hogar";"Descubrí el SET x3 Tarteras, duraderas y funcionales, perfectas para facilitar tus comidas diarias. ¡Compra ahora y mejora tu cocina!";"Bambi Hogar";SI;;;;
sacacorchos-electrico;"Sacacorchos Eléctrico";"Cocina > Utensillos y organización";;;;;;;24,000.00;;0.05;10.00;6.00;5.00;0;"SKU0076 BH-001-75";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Sacacorchos El&eacute;ctrico</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu hogar. Su dise&ntilde;o duradero y funcional te permite abrir botellas sin esfuerzo, estando siempre listo para usar. Disfrut&aacute; de una excelente relaci&oacute;n precio/calidad con este sacacorchos que simplifica cada momento especial. Eleg&iacute; confianza y estilo en cada descorche.</p>";"diseno, duradero, electrico, hogar, practico";"Sacacorchos Eléctrico: práctico y elegante para tu hogar";"Sacacorchos Eléctrico duradero y funcional que facilita abrir botellas sin esfuerzo. ¡Elegí calidad y diseño para cada ocasión especial!";"Bambi Hogar";SI;;;;
cucharon-de-nylon-y-acero;"Cucharón de Nylon y Acero";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;20.00;10.00;10.00;;"SKU0075 BH-001-74";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Cuchar&oacute;n</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o</em>&nbsp;y funcionalidad para tu cocina. Su mango de acero garantiza durabilidad, mientras que el nylon pastel ofrece resistencia y practicidad. Ideal para quienes buscan una herramienta lista para usar, con un dise&ntilde;o pr&aacute;ctico y una excelente relaci&oacute;n precio-calidad. &iexcl;Un aliado confiable para tus preparaciones diarias!</p>";"acero, cucharon, duradero, nylon, practico";"Cucharón de Nylon y Acero: Durabilidad y Diseño para Cocina";"Cucharón resistente con mango de acero y cuerpo de nylon, ideal para uso diario. Compra calidad y practicidad para tu cocina. ¡Ordena ahora!";"Bambi Hogar";SI;;;;
cuchara-para-spaghetti-de-nylon-y-acero;"Cuchara para Spaghetti de Nylon y Acero";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;4.00;9.00;12.00;;"SKU0074 BH-001-73";;SI;NO;"<p>Descubre la&nbsp;<strong>Cuchara para Spaghetti</strong>, la combinaci&oacute;n perfecta de calidad, dise&ntilde;o y practicidad para tu hogar. Su dise&ntilde;o duradero y funcional garantiza un uso c&oacute;modo y eficiente. Listo para usar al instante, este producto ofrece una excelente relaci&oacute;n precio/calidad. Ideal para quienes buscan una soluci&oacute;n confiable y elegante en la cocina. &iexcl;Haz que cada plato sea una experiencia &uacute;nica!</p>";"acero, cocina, cuchara, duradero, nylon";"Cuchara para Spaghetti de Nylon y Acero, Duradera y Funcional";"Cuchara para Spaghetti resistente y práctica, ideal para una cocina eficiente y elegante. ¡Compra ahora y mejora tus platos! ¡Haz tu pedido hoy!";"Bambi Hogar";SI;;;;
cucharon-negra-calada-con-mango-de-madera;"Cucharón Negra calada con mango de Madera";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;30.00;10.00;10.00;;"SKU0073 BH-001-72";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Cuchar&oacute;n</strong>, la combinaci&oacute;n perfecta entre&nbsp;<em>calidad, practicidad y estilo</em>&nbsp;para tu cocina. Su dise&ntilde;o duradero y elegante te garantiza una herramienta lista para usar en cada preparaci&oacute;n. Ideal para quienes buscan una soluci&oacute;n confiable sin sacrificar buen precio y funcionalidad. &iexcl;Sumalo hoy y disfrut&aacute; de la mejor relaci&oacute;n precio/calidad en tu hogar!</p>";"calado, cucharon, duradero, madera, practico";"Cucharón negro calado con mango de madera - duradero y práctico";"Cucharón negro calado con mango de madera, duradero y elegante para tu cocina. Perfecto para preparar tus platos con estilo. ¡Compralo ya!";"Bambi Hogar";SI;;;;
espatula-negra-calada-con-mango-de-madera;"Espátula Negra calada con mango de Madera";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;20.00;30.00;10.00;;"SKU0070 BH-001-69";;SI;NO;"<p>La&nbsp;<strong>Esp&aacute;tula</strong>&nbsp;combina&nbsp;<em>calidad, dise&ntilde;o y funcionalidad</em>&nbsp;para tu cocina. Su estructura de nylon resistente y el mango de madera garantizan durabilidad y comodidad al usarla.</p>
<p>Ideal para quienes buscan una herramienta pr&aacute;ctica y lista para usar, ofrece una&nbsp;<strong>excelente relaci&oacute;n precio/calidad</strong>. Perfecta para preparar y servir tus platos favoritos con estilo y confianza.</p>";"cocina, durable, espatula, madera, nylon";"Espátula negra calada con mango de madera resistente y práctica";"Espátula negra calada con mango de madera, nylon resistente para cocina. Durabilidad y diseño en una herramienta práctica. ¡Consíguila ya!";"Bambi Hogar";SI;;;;
cuchara-calada-de-nylon-30cm;"Cuchara calada de Nylon - 30cm";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;30.00;10.00;20.00;;"SKU0072 BH-001-71";;SI;NO;"<p>Descubr&iacute; la&nbsp;<strong>Cuchara</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y funcionalidad</em>&nbsp;para tu cocina. Su dise&ntilde;o calado y durable facilita servir y escurrir con comodidad, ideal para tus preparaciones diarias. Lista para usar, esta cuchara ofrece una excelente relaci&oacute;n precio-calidad, pensada para quienes valoran practicidad sin renunciar al estilo. &iexcl;Un imprescindible para tu hogar!</p>";"calada, cuchara, durable, nylon, practica";"Cuchara calada de nylon 30cm - práctica y duradera";"Cuchara calada de nylon 30cm, ideal para escurrir y servir con comodidad. Diseño durable y funcional para tu cocina. ¡Comprala ya!";"Bambi Hogar";SI;;;;
pisapapa-de-acero-25cm;"Pisapapa de Acero - 25cm";"Cocina > Utensillos y organización";;;;;;;10,400.00;;0.07;4.00;9.00;12.00;;"SKU0066 BH-001-65";;SI;NO;"<p>El&nbsp;<strong>Pisapapa&nbsp;</strong>es la soluci&oacute;n perfecta para tu cocina. Combina&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;en un solo producto, listo para usar desde el primer momento. Su estructura durable y funcional garantiza un excelente rendimiento, ideal para quienes buscan un pisapapa confiable sin sacrificar estilo. Adem&aacute;s, su precio accesible lo convierte en la mejor elecci&oacute;n para tu hogar. &iexcl;Calidad y buen gusto en cada detalle!</p>";"acero, cocina, durable, pisapapa, practico";"Pisapapa de acero 25cm - durabilidad y diseño";"Pisapapa de acero de 25cm, resistente y práctico para tu cocina. Calidad y estilo en un solo utensilio. ¡Compra ahora y mejora tu cocina!";"Bambi Hogar";SI;;;;
espatula-calada-con-mango-de-acero;"Espátula calada con mango de Acero";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;20.00;20.00;20.00;;"SKU0071 BH-001-70";;SI;NO;"<p>La&nbsp;<strong>Esp&aacute;tula</strong>&nbsp;es la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu cocina. Su dise&ntilde;o duradero y funcional te asegura un uso c&oacute;modo y eficiente en cada preparaci&oacute;n. Ideal para quienes buscan una herramienta confiable y lista para usar, esta esp&aacute;tula ofrece una excelente relaci&oacute;n precio-calidad, haciendo que cocinar sea una experiencia placentera y sencilla. &iexcl;Transform&aacute; tu hogar con esta soluci&oacute;n indispensable!</p>";"acero, cocina, durable, espatula, practica";"Espátula calada con mango de acero - diseño duradero y práctica";"Espátula calada con mango de acero, ideal para cocina práctica y duradera. Aprovechá calidad y diseño en cada preparación. ¡Comprala ya!";"Bambi Hogar";SI;;;;
cuchara-negra-calada-con-mango-de-madera;"Cuchara Negra calada con mango de Madera";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;20.00;20.00;20.00;;"SKU0067 BH-001-66";;SI;NO;"<p>Descubr&iacute; la&nbsp;<strong>Cuchara</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y funcionalidad</em>&nbsp;para tu cocina. Su dise&ntilde;o calado y mango de madera garantizan durabilidad y comodidad. Ideal para quienes buscan una soluci&oacute;n pr&aacute;ctica y confiable, esta cuchara est&aacute; lista para usar y ofrece una excelente relaci&oacute;n precio/calidad. Eleg&iacute; calidad y estilo en cada detalle de tu hogar.</p>";"cocina, cuchara, durable, madera, practica";"Cuchara Negra Calada con Mango de Madera - Duradera y Práctica";"Cuchara negra calada con mango de madera, ideal para cocina práctica y duradera. Elegí calidad y estilo para tu hogar. Compra ahora.";"Bambi Hogar";SI;;;;
espatula-calada-de-nylon-y-acero;"Espátula calada de Nylon y Acero";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.07;20.00;20.00;20.00;;"SKU0064 BH-001-63";;SI;NO;"<p>Descubr&iacute; la&nbsp;<strong>esp&aacute;tula</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y funcionalidad</em>&nbsp;para tu cocina. Su dise&ntilde;o pr&aacute;ctico y durable garantiza un uso c&oacute;modo y eficiente, ideal para cualquier preparaci&oacute;n. Adem&aacute;s, viene&nbsp;<strong>lista para usar</strong>, ofreci&eacute;ndote una soluci&oacute;n confiable que se adapta a tu d&iacute;a a d&iacute;a. Disfrut&aacute; de una excelente relaci&oacute;n precio/calidad, &iexcl;tu mejor aliada en el hogar!</p>";"acero, cocina, durable, espatula, nylon";"Espátula calada de Nylon y Acero: durabilidad y diseño práctico";"Espátula calada de Nylon y Acero, ideal para cocina eficiente y cómoda. Calidad y funcionalidad en un diseño duradero. ¡Comprala ya!";"Bambi Hogar";SI;;;;
cenicero-15cm;"Cenicero - 15cm";"Cocina, Living";;;;;;;15,700.00;;0.05;15.00;5.00;4.00;15;"SKU0063 BH-001-62";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Cenicero</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu hogar. Su dise&ntilde;o duradero y funcional est&aacute; listo para usar, brind&aacute;ndote una soluci&oacute;n confiable y elegante. Ideal para quienes buscan un producto con excelente relaci&oacute;n precio/calidad. Un accesorio imprescindible que aporta estilo y comodidad en cualquier espacio. &iexcl;No te lo pierdas!</p>";"cenicero, diseno, duradero, hogar, practico";"Cenicero 15cm: Diseño práctico y duradero para tu hogar";"Cenicero de 15cm con diseño elegante y funcional. Ideal para mantener tu espacio limpio con estilo. ¡Compra ahora y mejora tu hogar!";"Bambi Hogar";SI;;;;
griferia-m2;"Grifería ""M2""";Cocina;;;;;;;48,900.00;;0.55;19.00;24.00;25.00;9;"SKU0062 BH-001-61";;SI;NO;"<p>Descubr&iacute; la&nbsp;<strong>Grifer&iacute;a ""M2""</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, dise&ntilde;o y funcionalidad</em>&nbsp;para tu hogar. Esta grifer&iacute;a inteligente destaca por su dise&ntilde;o pr&aacute;ctico y durable, lista para usar desde el primer momento. Ideal para quienes buscan una soluci&oacute;n confiable con una excelente relaci&oacute;n precio/calidad. Renov&aacute; tu espacio con una pieza que une&nbsp;<em>est&eacute;tica y practicidad</em>&nbsp;en cada detalle.</p>";"diseno, duradero, griferia, hogar, practico";"Grifería M2: Diseño y calidad para tu hogar";"Descubrí la grifería M2, práctica y durable, que combina diseño y funcionalidad para renovar tu hogar. ¡Comprala ahora!";"Bambi Hogar";SI;;;;
griferia-m1;"Grifería ""M1""";Cocina;;;;;;;48,900.00;;0.50;12.00;10.00;10.00;7;"SKU0061 BH-001-60";;SI;NO;"<p>La&nbsp;<strong>Grifer&iacute;a M1</strong>&nbsp;es la opci&oacute;n perfecta para quienes valoran la combinaci&oacute;n ideal entre&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>. Su dise&ntilde;o duradero y funcional aporta un toque moderno a tu hogar, mientras que su tecnolog&iacute;a inteligente garantiza un rendimiento confiable y listo para usar. Adem&aacute;s, ofrece una&nbsp;<em>excelente relaci&oacute;n precio/calidad</em>, convirti&eacute;ndola en la soluci&oacute;n pr&aacute;ctica y accesible que estabas buscando. &iexcl;Renov&aacute; tu espacio con estilo y eficiencia!</p>";"diseno, duradero, griferia, hogar, practico";"Grifería M1: diseño moderno y alta calidad para tu hogar";"Descubre la Grifería M1, durable y funcional. Renová tu espacio con estilo y eficiencia. ¡Compra ahora y mejora tu hogar!";"Bambi Hogar";SI;;;;
rociador-de-aceite-100ml;"Rociador de Aceite - 100ml";"Cocina > Utensillos y organización";;;;;;;12,900.00;;0.02;4.00;9.00;12.00;36;"SKU0060 BH-001-59";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Rociador de aceite</strong>, la combinaci&oacute;n perfecta de&nbsp;<em>calidad, practicidad y dise&ntilde;o</em>&nbsp;para tu cocina. Su estructura durable y dise&ntilde;o pr&aacute;ctico lo hacen ideal para usar en cualquier momento, facilitando el control del aceite al cocinar.</p>
<p>Este rociador est&aacute; listo para usar y ofrece una&nbsp;<strong>excelente relaci&oacute;n precio/calidad</strong>, convirti&eacute;ndolo en la soluci&oacute;n confiable que busc&aacute;s para tu hogar. &iexcl;No te lo pierdas!</p>";"calidad, cocina, duradero, practico, rociador";"Rociador de Aceite 100ml - Control Preciso y Diseño Práctico";"Rociador de aceite 100ml con diseño duradero y práctico para controlar el aceite en tu cocina. ¡Mejorá tu experiencia culinaria hoy!";"Bambi Hogar";SI;;;;
tostadora-sc118-27x17cm;"Tostadora ""SC118"" - 27x17cm";"Cocina > Utensillos y organización";;;;;;;43,300.00;;0.03;27.00;17.00;19.00;6;"SKU0059 BH-001-58";;SI;NO;"<p>Descubr&iacute; la&nbsp;<em>Tostadora ""SC118""</em>, la combinaci&oacute;n perfecta de&nbsp;<strong>calidad, dise&ntilde;o y practicidad</strong>&nbsp;para tu hogar. Su dise&ntilde;o durable y funcional te garantiza una experiencia confiable y lista para usar desde el primer momento. Ideal para quienes buscan una soluci&oacute;n eficiente con una excelente relaci&oacute;n precio/calidad. &iexcl;Dale a tus desayunos el toque que merecen con esta tostadora imprescindible!</p>";"calidad, duradero, hogar, practico, tostadora";"Tostadora SC118: Diseño Durable y Funcional para Tu Hogar";"Descubrí la Tostadora SC118, práctica y duradera para desayunos perfectos. Calidad y diseño en un solo producto. ¡Comprala ahora!";"Bambi Hogar";SI;;;;
secador-de-pelo-m1;"Secador de Pelo ""M1""";"Baño > Accesorios y organización";;;;;;;29,500.00;;0.05;4.00;9.00;12.00;229;"SKU0058 BH-001-57";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Secador de Pelo ""M1""</strong>, la combinaci&oacute;n perfecta entre&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu hogar. Su dise&ntilde;o duradero y funcional te garantiza un uso c&oacute;modo y eficiente, listo para usar en cualquier momento. Adem&aacute;s, ofrece una excelente relaci&oacute;n precio/calidad, ideal para quienes buscan un producto confiable sin gastar de m&aacute;s. &iexcl;Eleg&iacute; M1, tu aliado para un peinado impecable todos los d&iacute;as!</p>";"calidad, duradero, hogar, practico, secador";"Secador de Pelo M1: diseño duradero y práctico para tu hogar";"El Secador de Pelo M1 combina calidad y funcionalidad para un peinado impecable. Ideal para uso diario. ¡Compralo ahora y disfruta de su eficiencia!";"Bambi Hogar";SI;;;;
humificador-c-luz-200ml;"Humificador C/Luz - 200ml";"Infantil y Juvenil > Muebles y organización, Baño > Accesorios y organización, Living > Decoración, Habitación > Decoración";;;;;;;18,400.00;;0.04;8.00;11.00;8.00;40;"SKU0057 BH-001-56";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>humificador perfecto</strong>&nbsp;para tu hogar: una combinaci&oacute;n ideal de&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>. Su dise&ntilde;o duradero y funcional lo hace listo para usar en cualquier ambiente, brind&aacute;ndote un aire m&aacute;s fresco y saludable al instante. Adem&aacute;s, ofrece una excelente relaci&oacute;n precio/calidad, pensada para quienes valoran soluciones confiables y accesibles. &iexcl;Transform&aacute; tu espacio con estilo y confort!</p>";"calidad, duradero, hogar, humificador, practico";"Humificador con luz 200ml - Aire fresco y diseño práctico";"Humidificador 200ml con luz, duradero y funcional para un aire fresco en tu hogar. Ideal para ambientes saludables. ¡Compralo ahora!";"Bambi Hogar";SI;;;;
